#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-C9462657F40EF08-378D0F774F201E6F
#datatype	hitsConcise Results
#status	0
#Start time	2016-10-14T18:33:18	Run time	0:01:43:48
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#36 - >Tb927.11.3200	superfamily	302624	146	266	1.62587e-12	63.8602	cl17173	AdoMet_MTases superfamily	C	 - 
Q#37 - >Tb927.11.2710	superfamily	280821	39	585	4.82382e-63	218.958	cl03678	CDC45 superfamily	 - 	 - 
Q#39 - >Tb927.11.1500	superfamily	187754	1447	1566	7.18027e-06	47.7072	cl23706	AMN1 superfamily	 - 	 - 
Q#39 - >Tb927.11.1500	superfamily	187754	409	572	0.000146947	43.8552	cl23706	AMN1 superfamily	 - 	 - 
Q#39 - >Tb927.11.1500	superfamily	304404	1171	1474	0.00030373	43.5635	cl21516	Csx1_III-U superfamily	 - 	 - 
Q#39 - >Tb927.11.1500	superfamily	187754	626	840	0.000658829	41.544	cl23706	AMN1 superfamily	 - 	 - 
Q#39 - >Tb927.11.1500	superfamily	187754	882	1096	0.000741304	41.544	cl23706	AMN1 superfamily	 - 	 - 
Q#39 - >Tb927.11.1500	multi-dom	227223	991	1252	0.0035316	40.3366	COG4886	LRR	C	 - 
Q#40 - >Tb927.11.3010	superfamily	303427	245	514	5.19158e-27	108.194	cl20439	RNase_Zc3h12a superfamily	 - 	 - 
Q#42 - >Tb927.9.5170	specific	278705	157	233	2.57657e-07	46.4278	pfam00288	GHMP_kinases_N	 - 	cl24127
Q#42 - >Tb927.9.5170	specific	285715	393	449	0.0094774	33.9992	pfam08544	GHMP_kinases_C	N	cl08484
Q#42 - >Tb927.9.5170	multi-dom	273509	3	471	7.19179e-92	285.304	TIGR01219	Pmev_kin_ERG8	 - 	 - 
Q#45 - >Tb927.9.12410	specific	279952	9	143	3.74568e-37	123.268	pfam01687	Flavokinase	 - 	cl03312
Q#47 - >Tb927.9.12880	superfamily	304357	15	341	3.04918e-54	185.099	cl21453	PKc_like superfamily	 - 	 - 
Q#47 - >Tb927.9.12880	multi-dom	214567	14	341	2.59106e-51	177.337	smart00220	S_TKc	 - 	 - 
Q#49 - >Tb927.9.13240	superfamily	297195	2	69	0.0075685	33.0262	cl05743	RAP superfamily	 - 	 - 
Q#52 - >Tb927.9.14000	specific	100101	68	198	3.02325e-40	132.96	cd00349	Ribosomal_L11	 - 	cl21729
Q#52 - >Tb927.9.14000	multi-dom	240269	81	219	4.20183e-81	237.237	PTZ00105	PTZ00105	 - 	 - 
Q#53 - >Tb927.1.3050	superfamily	302624	350	555	4.61732e-23	98.7876	cl17173	AdoMet_MTases superfamily	N	 - 
Q#53 - >Tb927.1.3050	multi-dom	225174	141	548	6.10126e-61	206.397	COG2265	TrmA	 - 	 - 
Q#54 - >Tb927.1.2740	specific	238287	303	493	1.36181e-22	95.2358	cd00519	Lipase_3	N	cl21494
Q#54 - >Tb927.1.2740	multi-dom	289467	333	379	0.00269092	37.8819	pfam12697	Abhydrolase_6	C	 - 
Q#55 - >Tb927.10.11900	specific	239245	58	156	1.91228e-07	45.2417	cd02947	TRX_family	 - 	cl00388
Q#58 - >Tb927.8.2310	superfamily	296130	8	95	1.83977e-11	54.5215	cl03922	V-ATPase_G superfamily	 - 	 - 
Q#59 - >Tb927.8.2590	multi-dom	185628	284	438	0.000292736	42.3694	PTZ00449	PTZ00449	NC	 - 
Q#59 - >Tb927.8.2590	multi-dom	236090	399	540	0.00993256	37.273	PRK07764	PRK07764	NC	 - 
Q#63 - >Tb927.6.370	specific	293430	61	233	1.1707e-97	284.236	pfam16825	DUF5075	 - 	cl25136
Q#64 - >Tb927.4.5610	specific	287612	494	543	1.51522e-10	57.0346	pfam10659	Trypan_glycop_C	N	cl11264
Q#65 - >Tb927.11.20590	superfamily	279282	17	262	1.44701e-11	64.3541	cl03014	Trypan_glycop superfamily	C	 - 
Q#65 - >Tb927.11.20590	superfamily	287612	394	465	1.48635e-07	48.175	cl11264	Trypan_glycop_C superfamily	 - 	 - 
Q#66 - >Tb927.11.18860	superfamily	279282	38	383	6.20582e-16	77.8361	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#67 - >Tb927.11.20380	superfamily	287612	439	498	5.58263e-05	41.2414	cl11264	Trypan_glycop_C superfamily	C	 - 
Q#67 - >Tb927.11.20380	superfamily	287612	480	528	0.00144956	37.0042	cl11264	Trypan_glycop_C superfamily	C	 - 
Q#69 - >Tb927.8.1240	specific	282972	464	561	1.01435e-60	194.762	pfam05187	ETF_QO	 - 	cl19102
Q#69 - >Tb927.8.1240	superfamily	304358	329	410	0.00217059	39.0042	cl21454	NADB_Rossmann superfamily	N	 - 
Q#69 - >Tb927.8.1240	multi-dom	223717	29	481	2.59934e-75	243.134	COG0644	FixC	 - 	 - 
Q#70 - >Tb927.10.4080	superfamily	304874	503	687	7.26174e-06	46.7848	cl23717	crotonase-like superfamily	 - 	 - 
Q#70 - >Tb927.10.4080	superfamily	304555	34	105	0.00148149	38.6427	cl22429	HHH_5 superfamily	C	 - 
Q#70 - >Tb927.10.4080	superfamily	304555	79	155	0.0037456	37.4871	cl22429	HHH_5 superfamily	C	 - 
Q#70 - >Tb927.10.4080	multi-dom	288132	24	173	0.00342673	38.4662	pfam11235	Med25_SD1	 - 	 - 
Q#73 - >Tb927.5.2740	specific	214540	139	329	8.87501e-16	74.6505	smart00164	TBC	N	cl02495
Q#74 - >Tb927.5.3450	multi-dom	285825	246	455	3.43739e-44	153.577	pfam08662	eIF2A	 - 	 - 
Q#75 - >Tb927.8.6750	specific	279211	1	165	2.4165e-59	180.788	pfam00838	TCTP	 - 	cl08291
Q#76 - >Tb927.8.7600	specific	240313	73	539	0	854.933	PTZ00206	PTZ00206	 - 	cl00456
Q#76 - >Tb927.8.7600	multi-dom	223884	137	527	1.05374e-22	99.2628	COG0814	SdaC	 - 	 - 
Q#77 - >Tb927.10.8240	multi-dom	274008	5	321	3.15792e-05	44.6623	TIGR02168	SMC_prok_B	N	 - 
Q#78 - >Tb927.9.820	specific	289949	19	373	2.91826e-37	139.602	pfam13206	VSG_B	 - 	cl20486
Q#78 - >Tb927.9.820	specific	287612	420	535	3.95508e-21	87.0801	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#80 - >Tb927.9.1730	specific	286419	280	323	9.27381e-07	44.8456	pfam09329	zf-primase	 - 	cl07823
Q#81 - >Tb927.9.360	superfamily	279282	17	369	1.84255e-17	82.4585	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#81 - >Tb927.9.360	specific	287612	402	499	2.84369e-13	64.7386	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#82 - >Tb927.6.2390	multi-dom	290329	230	565	7.37396e-106	319.215	pfam13598	DUF4139	 - 	 - 
Q#82 - >Tb927.6.2390	multi-dom	290331	18	120	2.52207e-13	64.5336	pfam13600	DUF4140	 - 	 - 
Q#86 - >Tb927.1.2320	specific	290616	156	242	1.61954e-08	50.014	pfam13905	Thioredoxin_8	 - 	cl00388
Q#87 - >Tb927.1.2230	specific	286259	15	111	1.61607e-51	156.599	pfam09149	DUF1935	 - 	cl07679
Q#88 - >Tb927.10.13270	specific	238121	353	668	1.67154e-42	155.571	cd00200	WD40	 - 	cl02567
Q#88 - >Tb927.10.13270	specific	281932	822	920	1.63078e-08	51.7349	pfam04003	Utp12	 - 	cl23538
Q#88 - >Tb927.10.13270	superfamily	295369	18	204	3.91977e-08	54.2632	cl02567	WD40 superfamily	C	 - 
Q#88 - >Tb927.10.13270	multi-dom	225201	22	494	1.46411e-11	66.2655	COG2319	WD40	 - 	 - 
Q#88 - >Tb927.10.13270	multi-dom	225201	401	687	9.58269e-23	101.319	COG2319	WD40	C	 - 
Q#94 - >Tb927.10.10870	superfamily	304357	10	392	1.25165e-65	215.852	cl21453	PKc_like superfamily	 - 	 - 
Q#94 - >Tb927.10.10870	multi-dom	214567	11	389	2.70145e-59	196.597	smart00220	S_TKc	 - 	 - 
Q#95 - >Tb927.6.5030	specific	289563	89	130	9.25255e-09	49.9563	pfam12799	LRR_4	 - 	cl19302
Q#95 - >Tb927.6.5030	superfamily	238064	87	213	8.11283e-05	43.4982	cl23707	LRR_RI superfamily	N	 - 
Q#95 - >Tb927.6.5030	multi-dom	290566	89	144	8.56552e-09	50.6039	pfam13855	LRR_8	 - 	 - 
Q#97 - >Tb927.11.18120	specific	289949	1	338	2.08718e-44	157.321	pfam13206	VSG_B	 - 	cl20486
Q#97 - >Tb927.11.18120	specific	287612	377	455	1.90071e-10	56.2642	pfam10659	Trypan_glycop_C	C	cl11264
Q#98 - >Tb927.11.17400	superfamily	287612	44	140	2.02647e-09	50.8714	cl11264	Trypan_glycop_C superfamily	 - 	 - 
Q#99 - >Tb927.11.17780	multi-dom	273864	46	69	0.00446461	34.5666	TIGR01900	dapE-gram_pos	C	 - 
Q#100 - >Tb927.11.18030	superfamily	279282	12	89	0.00177233	37.0049	cl03014	Trypan_glycop superfamily	N	 - 
Q#101 - >Tb927.11.1100	multi-dom	173412	235	1014	7.54344e-07	52.0655	PTZ00121	PTZ00121	N	 - 
Q#102 - >Tb927.9.10830	specific	289769	1	133	6.18523e-36	120.353	pfam13023	HD_3	 - 	cl21469
Q#104 - >Tb927.9.16860	specific	289949	24	372	1.76709e-39	145.38	pfam13206	VSG_B	 - 	cl20486
Q#104 - >Tb927.9.16860	superfamily	287612	410	501	2.19298e-08	50.4862	cl11264	Trypan_glycop_C superfamily	 - 	 - 
Q#106 - >Tb927.4.3190	specific	238117	10	120	3.55445e-38	128.089	cd00195	UBCc	C	cl00154
Q#107 - >Tb927.4.3690	superfamily	280872	123	189	5.95363e-08	48.9593	cl03708	Sod_Fe_C superfamily	C	 - 
Q#107 - >Tb927.4.3690	superfamily	284589	366	433	5.11838e-06	45.2818	cl06299	Tcp10_C superfamily	C	 - 
Q#108 - >Tb927.4.4670	specific	280009	414	454	3.89489e-09	50.8695	pfam01753	zf-MYND	 - 	cl20224
Q#110 - >Tb927.11.13610	superfamily	294087	33	127	1.23318e-17	71.5319	cl00125	RHOD superfamily	 - 	 - 
Q#111 - >Tb927.11.12780	specific	240315	19	350	0	674.175	PTZ00211	PTZ00211	 - 	cl00264
Q#116 - >Tb927.6.1650	specific	280435	27	292	8.34089e-94	277.255	pfam02265	S1-P1_nuclease	 - 	cl16915
Q#117 - >Tb927.5.830	multi-dom	177618	35	117	0.000230736	41.92	PHA03381	PHA03381	C	 - 
Q#118 - >Tb927.11.14850	multi-dom	227498	336	626	2.57289e-31	126.682	COG5170	CDC55	C	 - 
Q#119 - >Tb927.11.14040	superfamily	284476	834	969	6.84707e-18	83.3864	cl06206	RIC1 superfamily	N	 - 
Q#120 - >Tb927.5.3940	specific	238034	368	546	1.1558e-17	78.4336	cd00079	HELICc	 - 	cl21455
Q#120 - >Tb927.5.3940	superfamily	304359	31	193	4.19933e-14	70.2061	cl21455	P-loop_NTPase superfamily	C	 - 
Q#120 - >Tb927.5.3940	specific	288770	204	244	0.00284385	36.1176	pfam11942	Spt5_N	NC	cl13391
Q#120 - >Tb927.5.3940	multi-dom	223587	52	602	8.87854e-26	110.265	COG0513	SrmB	 - 	 - 
Q#121 - >Tb927.5.3590	specific	119346	466	577	1.85564e-46	157.878	cd06554	ASCH_ASC-1_like	 - 	cl01020
Q#121 - >Tb927.5.3590	superfamily	283802	144	168	0.00678099	33.784	cl05634	zf-C2HC5 superfamily	C	 - 
Q#122 - >Tb927.7.5550	superfamily	295191	58	291	7.91634e-13	64.65	cl02144	TLD superfamily	 - 	 - 
Q#123 - >Tb927.7.5310	specific	281374	236	306	7.60114e-22	88.7153	pfam03366	YEATS	 - 	cl19881
Q#125 - >Tb927.7.3100	superfamily	302763	291	338	1.20524e-06	48.6384	cl19107	SPFH_like superfamily	N	 - 
Q#128 - >Tb927.5.5410	superfamily	279282	52	401	0.00198606	38.9309	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#129 - >Tb927.5.5170	specific	289949	28	372	3.04172e-24	102.623	pfam13206	VSG_B	 - 	cl20486
Q#129 - >Tb927.5.5170	specific	287612	419	512	2.19928e-18	78.991	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#130 - >Tb927.5.4650	specific	289949	15	376	3.63304e-27	111.098	pfam13206	VSG_B	 - 	cl20486
Q#130 - >Tb927.5.4650	specific	287612	416	510	3.54261e-10	55.879	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#131 - >Tb927.5.2390	superfamily	296613	258	326	0.000227515	38.5616	cl04722	PLAC8 superfamily	 - 	 - 
Q#132 - >Tb927.5.2040	multi-dom	130902	47	187	0.00332338	37.6818	TIGR01843	type_I_hlyD	NC	 - 
Q#134 - >Tb927.7.6650	superfamily	284457	717	819	5.49853e-11	60.3273	cl06189	Mic1 superfamily	C	 - 
Q#135 - >Tb927.7.6320	superfamily	295341	52	143	5.07524e-16	72.241	cl02518	BTB superfamily	 - 	 - 
Q#135 - >Tb927.7.6320	specific	278826	401	450	1.43459e-13	64.0686	pfam00415	RCC1	 - 	cl08266
Q#135 - >Tb927.7.6320	specific	290274	437	466	5.40347e-12	58.9784	pfam13540	RCC1_2	 - 	cl16296
Q#135 - >Tb927.7.6320	specific	278826	207	267	4.85348e-11	56.7498	pfam00415	RCC1	 - 	cl08266
Q#135 - >Tb927.7.6320	specific	278826	270	325	4.04546e-09	51.357	pfam00415	RCC1	 - 	cl08266
Q#135 - >Tb927.7.6320	specific	278826	454	506	2.57986e-07	46.3494	pfam00415	RCC1	 - 	cl08266
Q#135 - >Tb927.7.6320	specific	278826	157	204	2.90212e-07	45.9642	pfam00415	RCC1	 - 	cl08266
Q#135 - >Tb927.7.6320	specific	278826	328	397	0.00155058	35.5638	pfam00415	RCC1	 - 	cl08266
Q#135 - >Tb927.7.6320	multi-dom	197585	52	147	1.64602e-09	53.8488	smart00225	BTB	 - 	 - 
Q#136 - >Tb927.10.1970	specific	289536	1044	1396	5.67456e-47	169.061	pfam12770	CHAT	 - 	cl19248
Q#136 - >Tb927.10.1970	superfamily	238064	4	133	1.22074e-08	56.9802	cl23707	LRR_RI superfamily	N	 - 
Q#136 - >Tb927.10.1970	multi-dom	290150	726	794	0.00846302	34.995	pfam13414	TPR_11	 - 	 - 
Q#138 - >Tb927.8.6130	superfamily	295355	14	84	0.00152298	36.4857	cl02544	VHS_ENTH_ANTH superfamily	C	 - 
Q#139 - >Tb927.1.4300	specific	278647	9	58	8.09129e-16	70.5751	pfam00226	DnaJ	 - 	cl02542
Q#139 - >Tb927.1.4300	multi-dom	225124	4	206	6.78269e-10	57.9117	COG2214	CbpA	 - 	 - 
Q#142 - >Tb927.7.6770	specific	279259	4	84	1.95687e-30	101.847	pfam00887	ACBP	 - 	cl00221
Q#143 - >Tb927.4.5670	superfamily	287612	61	149	1.96654e-09	50.8714	cl11264	Trypan_glycop_C superfamily	 - 	 - 
Q#144 - >Tb927.6.5620	specific	289949	18	361	7.6925e-44	156.936	pfam13206	VSG_B	 - 	cl20486
Q#145 - >Tb927.8.5990	specific	238121	148	522	3.38659e-78	245.707	cd00200	WD40	 - 	cl02567
Q#145 - >Tb927.8.5990	specific	285380	32	93	3.26243e-14	66.0017	pfam08154	NLE	 - 	cl06962
Q#145 - >Tb927.8.5990	multi-dom	225201	149	522	3.99713e-52	182.981	COG2319	WD40	 - 	 - 
Q#146 - >Tb927.10.3880	superfamily	302626	143	386	9.4227e-32	121.559	cl17185	LPLAT superfamily	 - 	 - 
Q#147 - >Tb927.10.6660	superfamily	302800	46	102	0.000527041	36.1667	cl19248	CHAT superfamily	NC	 - 
Q#149 - >Tb927.10.4040	specific	187643	33	276	2.31247e-101	297.242	cd08939	KDSR-like_SDR_c	 - 	cl21454
Q#149 - >Tb927.10.4040	multi-dom	278532	36	228	5.35448e-53	172.02	pfam00106	adh_short	 - 	 - 
Q#151 - >Tb927.10.6910	specific	285671	287	351	1.89688e-27	101.357	pfam08498	Sterol_MT_C	 - 	cl07208
Q#151 - >Tb927.10.6910	specific	285453	109	207	2.63042e-16	72.307	pfam08241	Methyltransf_11	 - 	cl17173
Q#152 - >Tb927.11.9330	specific	290046	704	881	4.94339e-50	172.741	pfam13307	Helicase_C_2	 - 	cl21455
Q#152 - >Tb927.11.9330	superfamily	304359	214	394	6.48442e-43	152.817	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#152 - >Tb927.11.9330	multi-dom	273169	194	886	2.29999e-70	247.323	TIGR00604	rad3	 - 	 - 
Q#153 - >Tb927.11.3470	specific	281048	65	564	5.52113e-126	379.927	pfam02990	EMP70	 - 	cl09289
Q#154 - >Tb927.10.6550	specific	279039	7	91	1.45595e-23	89.2105	pfam00645	zf-PARP	 - 	cl02913
Q#154 - >Tb927.10.6550	specific	287283	199	220	1.58154e-07	44.8171	pfam10283	zf-CCHH	 - 	cl10963
Q#157 - >Tb927.3.4580	multi-dom	275056	679	784	1.17118e-05	45.7693	TIGR04211	SH3_and_anchor	N	 - 
Q#161 - >Tb927.3.5050	superfamily	294231	7	263	2.26992e-83	252.835	cl00325	Ribosomal_L4 superfamily	 - 	 - 
Q#161 - >Tb927.3.5050	specific	291072	273	349	1.53193e-12	61.0142	pfam14374	Ribos_L4_asso_C	 - 	cl16836
Q#161 - >Tb927.3.5050	multi-dom	185611	1	373	0	637.882	PTZ00428	PTZ00428	 - 	 - 
Q#162 - >Tb927.5.3900	specific	290158	632	728	3.55294e-24	95.8442	pfam13422	DUF4110	 - 	cl16271
Q#162 - >Tb927.5.3900	specific	290154	81	129	1.19657e-05	41.8168	pfam13418	Kelch_4	 - 	cl02701
Q#162 - >Tb927.5.3900	specific	290565	249	280	0.000382322	37.1751	pfam13854	Kelch_5	C	cl02701
Q#162 - >Tb927.5.3900	specific	290151	206	260	0.000819555	36.5306	pfam13415	Kelch_3	 - 	cl02701
Q#162 - >Tb927.5.3900	specific	290151	147	200	0.0024008	35.375	pfam13415	Kelch_3	 - 	cl02701
Q#162 - >Tb927.5.3900	specific	289033	574	635	0.00342269	36.5266	pfam12229	PG_binding_4	N	cl13639
Q#163 - >Tb927.3.4560	specific	270981	8	263	0	511.813	cd14079	STKc_AMPK_alpha	 - 	cl21453
Q#163 - >Tb927.3.4560	multi-dom	214567	11	263	3.85343e-108	324.868	smart00220	S_TKc	 - 	 - 
Q#165 - >Tb927.1.640	specific	239939	955	1040	1.9341e-36	131.965	cd04493	BRCA2DBD_OB1	 - 	cl09930
Q#166 - >Tb927.3.1310	superfamily	305234	1145	1243	1.32194e-09	56.2112	cl24077	Zn_ribbon_17 superfamily	 - 	 - 
Q#167 - >Tb927.3.440	specific	289949	17	365	1.92206e-62	207.012	pfam13206	VSG_B	 - 	cl20486
Q#167 - >Tb927.3.440	specific	287612	411	523	8.28465e-32	116.741	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#169 - >Tb927.11.17460	specific	287612	282	397	4.09745e-28	105.185	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#169 - >Tb927.11.17460	specific	289949	6	241	2.17417e-26	107.246	pfam13206	VSG_B	N	cl20486
Q#170 - >Tb927.5.4700	specific	289949	18	338	1.56869e-33	127.661	pfam13206	VSG_B	 - 	cl20486
Q#171 - >Tb927.11.3480	specific	282635	13	508	4.03586e-77	252.621	pfam04801	Sin_N	 - 	cl20275
Q#173 - >Tb927.7.6740	specific	99707	244	387	3.53044e-10	57.9263	cd00009	AAA	 - 	cl21455
Q#173 - >Tb927.7.6740	superfamily	292811	403	435	2.23166e-05	42.0621	cl24691	AAA_assoc_2 superfamily	C	 - 
Q#174 - >Tb927.11.17810	specific	289949	1	320	3.64445e-35	131.898	pfam13206	VSG_B	 - 	cl20486
Q#176 - >Tb927.1.2430	superfamily	304892	31	133	4.87512e-45	141.046	cl23735	H4 superfamily	 - 	 - 
Q#176 - >Tb927.1.2430	multi-dom	278551	1	129	1.00228e-35	118.289	pfam00125	Histone	 - 	 - 
Q#179 - >Tb927.10.3940	specific	279367	20	223	4.11922e-73	220.026	pfam01015	Ribosomal_S3Ae	 - 	cl00821
Q#184 - >Tb927.7.5320	multi-dom	275319	456	614	0.000599965	41.9277	TIGR04526	predic_Ig_block	C	 - 
Q#187 - >Tb927.9.7430	specific	289949	78	272	2.82184e-26	106.475	pfam13206	VSG_B	N	cl20486
Q#190 - >Tb927.2.4620	superfamily	282060	23	166	1.42329e-10	57.1854	cl04419	Erv26 superfamily	C	 - 
Q#191 - >Tb927.3.1870	specific	283032	170	205	2.85492e-06	43.1433	pfam05257	CHAP	N	cl21534
Q#193 - >Tb927.11.10800	specific	291569	46	179	9.53251e-30	107.365	pfam14908	DUF4496	 - 	cl23664
Q#195 - >Tb927.3.4980	multi-dom	235175	44	217	0.00144369	40.0472	PRK03918	PRK03918	NC	 - 
Q#196 - >Tb927.7.6200	specific	99751	96	145	8.35443e-07	44.0733	cd06257	DnaJ	 - 	cl02542
Q#197 - >Tb927.1.330	superfamily	302859	49	84	3.58342e-12	64.85	cl19421	RHSP superfamily	C	 - 
